account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
04a0f2d8-d285-4770,7ceb7048-a2ea-4abc,credit card,suspended,2024-08-07,5752.33,JPY,43077.06
57404e95-6609-44d2,e513401d-d2e1-4048,credit card,active,2024-07-13,93117.62,JPY,4978.09
91779119-c9d6-46f1,e513401d-d2e1-4048,loan,active,2023-08-16,13307.0,JPY,0.0
b6643e07-9a22-4ace,94b55331-f575-4312,credit card,dormant,2024-06-04,29214.37,QAR,35662.75
1b321146-6ac9-4eff,94b55331-f575-4312,credit card,active,2024-01-21,47810.63,QAR,23396.39
77e68deb-ff12-40b8,0eb0a58e-4097-4fec,investment,dormant,2024-04-07,91586.19,INR,0.0
50ef5d61-bdc3-4af7,0eb0a58e-4097-4fec,mortgage,suspended,2024-04-20,31622.57,INR,0.0
ad67a5d6-a044-454e,eb9cc668-f164-4e9b,loan,active,2024-08-13,72368.4,USD,0.0
25ac2e4c-b55d-489e,eb9cc668-f164-4e9b,savings,active,2024-08-12,34297.8,USD,0.0
42ec8cea-fd4b-42e9,024d23d4-8f31-46c3,investment,active,2023-05-05,51236.34,AED,0.0
70e3ed91-788d-4278,024d23d4-8f31-46c3,mortgage,suspended,2023-04-13,74117.95,AED,0.0
c2785e47-02e0-4557,024d23d4-8f31-46c3,mortgage,dormant,2023-09-18,33675.21,AED,0.0
d7cf5b96-7e13-4bfe,01cabc6d-6a38-4d20,mortgage,active,2023-10-28,47096.6,GBP,0.0
bc790393-815b-4fe9,01cabc6d-6a38-4d20,credit card,active,2023-11-11,72320.0,GBP,22489.44
3e449da8-eecd-4037,01cabc6d-6a38-4d20,loan,suspended,2023-12-25,41884.77,GBP,0.0
0efcd477-4081-4457,0ad891a1-362c-452a,loan,active,2024-04-09,56840.33,AED,0.0
61d36e72-e7fe-414f,ea350a8f-2c5d-4c6e,investment,pending,2024-01-20,28241.05,AED,0.0
fb0a9ea6-a9db-4de4,ea350a8f-2c5d-4c6e,savings,active,2024-02-08,15940.68,AED,0.0
8d1b95d5-bbfc-40d3,6001c0f6-674a-483b,loan,dormant,2023-12-23,23891.2,JPY,0.0
9ac36367-ef2c-4732,6001c0f6-674a-483b,credit card,active,2024-05-01,1527.15,JPY,13680.85
0a506e93-3d0c-47b8,6001c0f6-674a-483b,savings,pending,2024-02-11,10565.2,JPY,0.0
55c7c1bb-d7bd-4f6d,25773336-1d10-49d6,loan,suspended,2024-06-14,10975.4,JPY,0.0
f0131695-6651-4b4f,e8cf0690-34e4-44ed,credit card,pending,2024-06-30,65564.54,QAR,46475.81
4943f915-7afb-4344,e8cf0690-34e4-44ed,mortgage,pending,2024-07-08,44458.14,QAR,0.0
d5f0118c-3883-423a,f5bf2bae-948c-42e7,loan,pending,2024-07-22,30883.51,USD,0.0
a16fad9b-9685-443b,f5bf2bae-948c-42e7,investment,suspended,2024-06-16,41840.68,USD,0.0
6c7cdf43-5f84-4d0a,f5bf2bae-948c-42e7,savings,suspended,2024-05-22,67671.35,USD,0.0
82d2ea72-9fb0-49d9,981416b5-ea7e-4239,mortgage,active,2024-01-27,14600.82,EUR,0.0
f40ebeeb-5f75-4ec1,1fe5e644-280f-4d51,loan,active,2024-07-25,46997.04,JPY,0.0
d7023754-b1d7-4e37,1fe5e644-280f-4d51,savings,pending,2024-07-17,9972.43,JPY,0.0
bc413f12-811b-4f4f,1fe5e644-280f-4d51,loan,suspended,2024-07-22,68278.85,JPY,0.0
7e7e789f-1b0a-486d,2e99fdfb-bfc4-4ac8,savings,pending,2023-03-27,20179.97,GBP,0.0
eb78e650-d05d-4f89,2e99fdfb-bfc4-4ac8,loan,pending,2023-06-01,31541.08,GBP,0.0
98fe28dd-fccd-4cae,2e99fdfb-bfc4-4ac8,loan,active,2023-03-11,7911.93,GBP,0.0
5b05f6f5-4c90-49c2,4b44d2ac-ec8b-4693,mortgage,closed,2024-07-01,84463.71,INR,0.0
3928793d-b16d-4a19,4b44d2ac-ec8b-4693,mortgage,pending,2023-07-17,75331.0,INR,0.0
3c0b244b-03a9-4679,4b44d2ac-ec8b-4693,savings,pending,2024-04-13,39168.26,INR,0.0
20015381-d9ff-4177,d8b5c9d3-cba9-449f,mortgage,pending,2024-08-06,73693.74,QAR,0.0
bab38286-2081-47dd,d8b5c9d3-cba9-449f,mortgage,pending,2024-07-15,36064.03,QAR,0.0
ef936c41-631f-4c4f,d8b5c9d3-cba9-449f,investment,active,2024-07-05,63921.17,QAR,0.0
c433c7b2-78ac-47bb,b979294a-5e10-4317,mortgage,closed,2022-10-29,79044.67,USD,0.0
137510f3-ce19-45ea,b979294a-5e10-4317,credit card,suspended,2024-01-31,34544.91,USD,24537.7
fd08808f-456c-41f2,b979294a-5e10-4317,mortgage,closed,2023-11-05,84663.3,USD,0.0
fb4075a5-a160-4e34,9ea5814a-fb86-4395,investment,dormant,2023-08-07,65355.32,AED,0.0
7a077da3-ec32-4c1f,9ea5814a-fb86-4395,savings,suspended,2023-05-11,28087.24,AED,0.0
c10d477a-e743-48be,9ea5814a-fb86-4395,savings,dormant,2024-04-14,90329.63,AED,0.0
c28cfbef-ccb4-4c65,86f1550f-c06d-44e4,credit card,suspended,2024-04-25,67000.64,INR,44983.07
2532eacf-d6e0-48a7,86c1f823-0063-4187,mortgage,suspended,2023-06-27,35937.02,AED,0.0
4bdbed2c-5e64-4113,86c1f823-0063-4187,credit card,suspended,2023-05-01,89310.68,AED,49621.35
51d6d18a-a4c0-4f19,86638451-71ea-4a7b,investment,pending,2024-04-19,87291.48,AED,0.0
225120b6-975e-4475,ad4aa76d-d2a8-43ab,loan,closed,2024-05-14,7284.31,USD,0.0
2cd05ee9-60c9-4271,ad4aa76d-d2a8-43ab,mortgage,active,2024-06-05,78306.87,USD,0.0
04d00067-81c5-4ccf,53b14f0a-468a-46ae,savings,active,2024-03-10,32081.79,INR,0.0
29a0f10d-b1cc-435e,53b14f0a-468a-46ae,credit card,suspended,2023-07-16,43054.11,INR,44292.01
8893a958-a281-444c,53b14f0a-468a-46ae,loan,dormant,2023-06-11,11674.94,INR,0.0
9a939071-8067-4d8d,0bf536f4-c4f1-4141,loan,suspended,2024-02-10,20237.73,JPY,0.0
b80f1bbc-4739-4c88,f4b91d19-008d-4c08,credit card,dormant,2024-05-08,38743.69,QAR,9804.58
06b25978-3ab4-438a,f4b91d19-008d-4c08,mortgage,active,2024-08-01,25453.21,QAR,0.0
15223fc6-7971-4d3c,6638a143-9a1c-448d,credit card,pending,2024-02-13,7318.76,GBP,35329.83
972dcabc-8c96-49d3,6638a143-9a1c-448d,credit card,dormant,2023-11-16,39094.31,GBP,31376.19
0b0c7f73-ee31-48ed,752dd985-a772-4854,investment,dormant,2023-09-22,40439.42,JPY,0.0
116935a8-6549-4417,752dd985-a772-4854,savings,closed,2024-02-11,76335.23,JPY,0.0
08dc65cf-97b7-44cc,752dd985-a772-4854,mortgage,pending,2024-03-15,47720.96,JPY,0.0
e9a5a082-5b68-4270,f31704e6-6005-4cce,credit card,pending,2023-08-17,2378.67,GBP,6573.03
76153b65-6472-41be,f31704e6-6005-4cce,mortgage,active,2023-08-04,56213.88,GBP,0.0
437cb94e-a92f-4634,f8e96d9c-ae08-4d72,credit card,dormant,2024-06-21,55485.13,QAR,49400.31
766136e1-2b33-4334,3354a744-73f2-4036,credit card,pending,2023-10-04,48976.5,AED,22937.57
2f277617-3e80-4137,3354a744-73f2-4036,savings,dormant,2023-04-01,92758.35,AED,0.0
47932da1-576f-4e36,3354a744-73f2-4036,credit card,pending,2024-07-04,8621.01,AED,17543.21
897ab6fd-8a4e-4c7a,250f39ad-db72-45b9,savings,suspended,2023-10-11,55387.76,EUR,0.0
f4b30fcb-d17c-4cd5,cc81ad46-1cb9-4397,credit card,closed,2024-07-14,32453.69,INR,10415.82
f47adf44-f11d-4a35,cc81ad46-1cb9-4397,credit card,dormant,2024-02-25,46269.97,INR,41937.4
5a57f733-c988-430f,cc81ad46-1cb9-4397,credit card,active,2024-05-21,60075.2,INR,27027.99
b8aada03-6ae0-4ec1,53ebd94b-da42-4475,savings,suspended,2024-06-22,44463.14,EUR,0.0
194c24ba-8f63-4187,53ebd94b-da42-4475,investment,active,2024-07-20,3462.34,EUR,0.0
af36e1a3-b343-4ecc,a77add36-41ff-494b,loan,suspended,2023-11-03,17958.38,USD,0.0
ead8a8f6-fd1b-4dda,a77add36-41ff-494b,investment,active,2023-10-10,70887.32,USD,0.0
37f02318-cfc7-4169,a77add36-41ff-494b,investment,active,2023-09-15,40530.04,USD,0.0
aaa475c7-1a44-4df3,32c78a87-5003-42fb,savings,suspended,2024-07-31,86365.52,AED,0.0
732f853e-b457-4f60,32c78a87-5003-42fb,credit card,active,2024-07-06,83164.96,AED,14481.83
194c1b90-f8fa-4d16,32c78a87-5003-42fb,mortgage,active,2024-06-14,63078.06,AED,0.0
7629c06a-978a-4092,4e829b9c-364a-471a,loan,suspended,2024-05-02,3149.36,QAR,0.0
759a1864-ef64-4cab,4e829b9c-364a-471a,loan,pending,2024-04-25,71403.58,QAR,0.0
fbc43f0d-9365-4f3f,b6005ec5-d0e9-4f9f,credit card,closed,2023-04-27,38901.22,GBP,24337.21
93b9a626-1dc0-4b33,b6005ec5-d0e9-4f9f,mortgage,pending,2023-08-16,41624.84,GBP,0.0
2fd511fc-5473-486d,2ff5d6bd-ab66-463c,investment,suspended,2024-05-13,77219.9,GBP,0.0
4fc7787b-6f9e-46b9,ff4465c4-79d2-447d,mortgage,pending,2023-11-25,21778.69,EUR,0.0
769d8631-2f87-4637,ff4465c4-79d2-447d,mortgage,active,2023-09-03,91465.14,EUR,0.0
2d716d93-46a2-416f,62b6250a-6214-4c47,credit card,suspended,2023-10-01,55338.97,AED,28126.37
3fe1e7af-4369-439f,62b6250a-6214-4c47,loan,closed,2024-08-01,70587.36,AED,0.0
c35aa556-cf45-423b,62b6250a-6214-4c47,mortgage,dormant,2024-06-05,78676.55,AED,0.0
1c74f3de-11c0-4c43,1366d0de-f3e8-4a99,savings,pending,2023-07-23,89830.21,GBP,0.0
cf146f84-a89a-4a97,a81bc72e-112d-4c26,mortgage,closed,2023-09-14,43255.99,GBP,0.0
eabf733c-d23f-45f1,a81bc72e-112d-4c26,savings,closed,2023-11-07,51869.28,GBP,0.0
5e752044-674a-4993,a81bc72e-112d-4c26,loan,dormant,2023-11-09,71503.35,GBP,0.0
af3076e2-a5b8-4220,c033ff05-74c4-421b,credit card,dormant,2023-08-27,39828.67,EUR,7677.89
6195209d-6ac3-433e,72673ecb-0c3a-4960,mortgage,active,2023-11-11,1705.51,GBP,0.0
f7b9d7d8-96e8-4945,72673ecb-0c3a-4960,investment,active,2023-10-24,85388.88,GBP,0.0
339aa8fb-bba1-482e,72673ecb-0c3a-4960,credit card,suspended,2023-09-28,72466.24,GBP,39645.45
985d70a5-3bc1-4618,b787e9b6-fe0c-4162,savings,active,2024-08-07,80759.65,QAR,0.0
9b42f4bb-4330-4c2b,b787e9b6-fe0c-4162,mortgage,suspended,2024-07-13,62464.65,QAR,0.0
8a19539f-86ff-492d,808e72c8-666b-45b1,mortgage,dormant,2024-08-08,47265.07,JPY,0.0
9fbca3f3-9011-4c09,808e72c8-666b-45b1,mortgage,pending,2024-07-09,60191.42,JPY,0.0
a647c366-cd28-4ec9,82aadf69-c2e8-4dd9,loan,closed,2024-08-16,56160.79,EUR,0.0
0bbceed4-6fd5-4e25,82aadf69-c2e8-4dd9,investment,active,2023-07-10,94141.38,EUR,0.0
9cfdf13c-95ac-4e1e,82aadf69-c2e8-4dd9,investment,dormant,2024-04-09,51600.13,EUR,0.0
341a8f92-94a3-4066,7dee5e67-e69b-446a,savings,active,2024-03-21,81590.3,AED,0.0
266dce04-a73b-453d,ba2f1567-9a46-4dca,savings,dormant,2023-11-25,11780.95,GBP,0.0
5f130985-2ab0-4a88,ba2f1567-9a46-4dca,investment,suspended,2024-01-28,76368.2,GBP,0.0
504202fc-39c5-411d,d1f819f1-eb2e-4333,credit card,dormant,2023-12-21,25998.91,INR,29109.63
9e5907b5-e6d4-4bcb,d1f819f1-eb2e-4333,savings,active,2024-05-04,90903.32,INR,0.0
bd5cb461-79bb-4be5,d1f819f1-eb2e-4333,savings,dormant,2023-05-15,13287.02,INR,0.0
70e32e0c-cde8-4f95,e5643378-eb44-412d,savings,suspended,2024-08-02,76627.86,GBP,0.0
81808d41-8c5b-4f7c,e5643378-eb44-412d,savings,suspended,2024-08-09,64612.6,GBP,0.0
37aab505-9598-49ac,e5643378-eb44-412d,credit card,suspended,2024-07-22,48244.93,GBP,29557.23
082d9b1e-61bf-4815,cacb4dd5-4a90-47ee,loan,suspended,2023-08-01,47766.68,GBP,0.0
a7e9db32-817a-41e1,cacb4dd5-4a90-47ee,loan,pending,2023-02-25,69762.11,GBP,0.0
95f5d812-948f-4d4f,cacb4dd5-4a90-47ee,savings,active,2024-07-31,76045.65,GBP,0.0
e5baeb91-a30b-421d,35845ce0-cfe2-4dfd,savings,pending,2023-04-04,91284.02,INR,0.0
6ad8bab5-30a2-4dfb,35845ce0-cfe2-4dfd,loan,active,2024-06-15,71386.32,INR,0.0
830afea0-5eb2-42c2,35845ce0-cfe2-4dfd,investment,suspended,2023-10-20,91113.08,INR,0.0
6a65a8fc-24df-4282,aff40103-cc76-475a,loan,dormant,2024-05-07,76099.2,AED,0.0
41edc4fd-7d53-4c51,aff40103-cc76-475a,loan,suspended,2024-06-08,20662.98,AED,0.0
79c38df3-db6b-4c73,464d6628-7d62-4fb0,savings,active,2024-06-17,69375.02,JPY,0.0
5495aab2-8c6b-4599,464d6628-7d62-4fb0,investment,pending,2024-05-12,93201.2,JPY,0.0
35a28480-6ed6-4fae,a14c9594-cc0d-474a,savings,closed,2024-01-24,45383.96,AED,0.0
c715ef53-798b-48eb,a14c9594-cc0d-474a,savings,active,2023-09-22,95471.94,AED,0.0
7da22ecb-ad98-4667,3636a6cc-e8fd-4e30,loan,active,2024-08-08,7968.96,INR,0.0
26820530-95fd-42b6,3636a6cc-e8fd-4e30,loan,suspended,2024-08-04,31792.48,INR,0.0
a06f2b88-ed60-4a14,e754d9fd-4b47-49bc,credit card,dormant,2024-02-14,42673.77,EUR,41649.58
9a05241f-3094-4bc4,e754d9fd-4b47-49bc,loan,dormant,2023-12-20,66087.78,EUR,0.0
26ac34c0-5905-44c2,e754d9fd-4b47-49bc,savings,closed,2024-02-01,10239.76,EUR,0.0
2b02595f-c176-440b,1c9b4094-86ac-4943,investment,dormant,2024-07-19,30140.52,INR,0.0
85e784b1-1813-421c,33c74914-35fd-4694,loan,active,2024-07-22,33233.63,USD,0.0
9582c122-9c5c-45ef,33c74914-35fd-4694,savings,closed,2023-11-16,61806.83,USD,0.0
a5ca3f09-3976-4ba8,f84f35e8-7d29-444f,credit card,dormant,2024-02-24,58990.77,EUR,33296.42
974c5c17-47bf-4dac,f84f35e8-7d29-444f,mortgage,pending,2023-10-13,83667.08,EUR,0.0
ca634ed1-c8e8-41bd,0bc5636a-e575-4ab7,investment,pending,2024-08-16,63851.72,GBP,0.0
77016520-acd3-4246,739e169a-c02a-4a8d,loan,pending,2024-05-01,4330.2,INR,0.0
f3c1888f-65b1-46ad,739e169a-c02a-4a8d,mortgage,active,2024-04-17,80491.51,INR,0.0
7afa415c-8d52-4618,739e169a-c02a-4a8d,savings,closed,2023-12-25,11460.64,INR,0.0
6ad4e800-07d9-4e9d,ade34c7e-c62a-422a,loan,closed,2024-08-02,39596.51,USD,0.0
ced9b57f-d339-4594,ade34c7e-c62a-422a,credit card,active,2024-08-06,2184.3,USD,30643.43
02bcc2e1-2e7f-4199,1bc2794f-1d90-4181,mortgage,suspended,2023-11-12,15795.57,INR,0.0
9db21328-8faa-4fb6,dc140749-3ac6-44e1,credit card,suspended,2024-06-13,28523.56,AED,24831.19
ff84c93b-40e2-4271,dc140749-3ac6-44e1,savings,pending,2024-03-24,13873.89,AED,0.0
6d3776b3-317a-4713,dc140749-3ac6-44e1,savings,pending,2023-10-22,70982.59,AED,0.0
105cedcb-9c53-4c04,6b81cddd-ac58-4808,investment,suspended,2024-02-18,33724.39,INR,0.0
b8c3258f-d54d-4dcc,6b81cddd-ac58-4808,mortgage,dormant,2024-03-19,29001.56,INR,0.0
dc7f1a38-dbff-4bcb,6b81cddd-ac58-4808,credit card,closed,2024-06-05,63394.56,INR,8727.56
1e3c0d1c-6e20-4625,c27d7b5d-e29c-4323,savings,pending,2024-04-09,96185.65,AED,0.0
f629a30a-eb83-46be,c27d7b5d-e29c-4323,investment,active,2023-04-22,53252.78,AED,0.0
818a5875-68d4-41f7,c27d7b5d-e29c-4323,mortgage,closed,2023-07-09,90503.25,AED,0.0
4b0eb467-0340-4656,c1700eda-9558-40e9,savings,pending,2024-08-01,50089.52,JPY,0.0
aa1b0745-75a8-4237,c1700eda-9558-40e9,credit card,active,2024-02-11,27208.21,JPY,8975.8
a0eae9f1-dc08-4d2e,c1700eda-9558-40e9,loan,active,2023-10-31,64100.28,JPY,0.0
e9a7e61b-7fc2-47d7,2080e4be-8daa-49be,credit card,suspended,2024-06-20,80731.43,JPY,18957.25
8baa093f-2f49-4419,103815a3-dc25-45a4,savings,suspended,2024-04-29,18581.41,JPY,0.0
6dc8070e-13f9-4dd9,a20119bc-6eb2-49d5,investment,suspended,2024-03-21,14294.54,GBP,0.0
c3fcba03-7bc5-4e2d,a20119bc-6eb2-49d5,credit card,active,2023-10-01,55120.57,GBP,30104.28
490816b9-14af-46df,a20119bc-6eb2-49d5,investment,active,2024-08-02,36628.36,GBP,0.0
485d97ba-b876-42c5,e02c00d9-8db7-4d0a,loan,active,2024-04-05,26649.3,QAR,0.0
493206c9-accf-4140,e02c00d9-8db7-4d0a,mortgage,suspended,2024-04-28,58987.35,QAR,0.0
9a96ec11-967f-4d95,e02c00d9-8db7-4d0a,credit card,suspended,2024-04-11,9174.78,QAR,18785.45
10efd91a-69b0-4a8c,473af507-5f68-4b7c,loan,dormant,2024-06-18,11466.71,EUR,0.0
2e5bc217-7a9e-472a,c5fb3026-9b01-4ba3,savings,dormant,2024-04-28,93720.5,GBP,0.0
241dae6b-e01e-4cfe,c5fb3026-9b01-4ba3,investment,closed,2023-08-22,36252.91,GBP,0.0
f6d6fbc6-8370-4efc,c5fb3026-9b01-4ba3,loan,pending,2023-08-02,15825.04,GBP,0.0
278e8649-5a8a-4b55,5b8b5e1c-db46-40f2,investment,dormant,2023-12-20,61286.78,GBP,0.0
b5e7d747-36b2-4cff,5b8b5e1c-db46-40f2,investment,closed,2023-08-26,58745.91,GBP,0.0
de00f052-e35d-4bb9,d1fa170d-531f-4c26,loan,dormant,2024-08-14,19320.35,GBP,0.0
4730b067-3983-49f0,d1fa170d-531f-4c26,credit card,pending,2024-08-13,70866.83,GBP,39141.92
5bab8f4b-47fb-445c,d1fa170d-531f-4c26,mortgage,suspended,2024-05-16,1112.61,GBP,0.0
ed2cd06c-a0f5-4833,2e76fb6f-406f-4d5a,investment,closed,2024-05-11,94103.38,AED,0.0
7b7f3fcf-d984-4702,2e76fb6f-406f-4d5a,savings,active,2023-12-02,88455.09,AED,0.0
3c6c6ab5-bbf1-47c2,2e76fb6f-406f-4d5a,mortgage,suspended,2024-07-28,5903.1,AED,0.0
52645a9b-ec7d-4f41,7b63ec53-08ce-465a,mortgage,dormant,2024-07-09,36121.54,AED,0.0
a4735d62-c71e-43c2,7b63ec53-08ce-465a,mortgage,dormant,2024-03-08,17891.66,AED,0.0
cd3b0bdb-4b63-48ba,7b63ec53-08ce-465a,mortgage,dormant,2024-02-23,8510.92,AED,0.0
a75d2c0e-60a8-49ff,3617b15c-03f3-4054,loan,closed,2024-08-13,10753.65,GBP,0.0
b59f458d-4bf0-498e,5be213a7-9dd9-4b40,credit card,dormant,2024-07-22,64918.97,USD,7149.07
3a71aa6b-aae9-4e84,5be213a7-9dd9-4b40,savings,active,2024-02-20,93102.49,USD,0.0
f8e397c1-39f1-4aaa,5be213a7-9dd9-4b40,mortgage,dormant,2024-07-04,78917.57,USD,0.0
928be2e3-6af8-4b30,a3a1f329-6e8d-456f,credit card,suspended,2023-09-20,58799.46,INR,47229.26
670156ea-45de-4cec,a3a1f329-6e8d-456f,mortgage,active,2024-07-19,43293.33,INR,0.0
281f1918-391f-4f1b,a3a1f329-6e8d-456f,loan,active,2024-01-15,64125.82,INR,0.0
20572a3d-70c2-45e2,8ecf81a6-2873-4229,investment,pending,2024-04-20,759.97,INR,0.0
279af7cb-260f-4d1d,50ecf9b2-58b1-4e12,investment,dormant,2024-08-02,68229.9,USD,0.0
907340a2-f570-4752,7e644fa4-0275-4d98,savings,suspended,2024-07-17,29195.54,AED,0.0
06e10dca-721f-4061,7e644fa4-0275-4d98,investment,active,2024-07-01,13813.75,AED,0.0
ebf3406d-753e-4172,f603c4c1-0112-48f5,investment,pending,2024-08-13,26383.57,INR,0.0
a60f87cb-63a6-44b7,f603c4c1-0112-48f5,mortgage,pending,2024-08-15,16530.92,INR,0.0
5b3abae1-ea63-4bb2,3c486e2b-2f1b-4191,loan,suspended,2024-06-25,58796.42,USD,0.0
8b57e82a-fcf2-448d,85dcf755-b9c0-4d4c,credit card,closed,2024-06-07,11631.81,EUR,42267.66
dc9f55e6-cc79-42b1,85dcf755-b9c0-4d4c,loan,closed,2023-01-22,98892.38,EUR,0.0
bb25f552-541d-4b08,b1a1f60e-7caf-48dd,investment,closed,2024-06-28,37462.75,QAR,0.0
310a249b-8dca-4a7d,fa4d32cf-af9b-4498,savings,pending,2023-11-15,82901.18,INR,0.0
672de835-00df-4452,fa4d32cf-af9b-4498,credit card,suspended,2024-02-11,2037.61,INR,14048.99
8d94ea32-72e6-449d,e9e91dd2-e778-438d,credit card,pending,2023-08-14,47063.96,INR,46129.6
71726292-2be0-4fd5,91926677-a13a-43c0,investment,active,2023-12-15,51903.78,JPY,0.0
78f87355-610a-444b,91926677-a13a-43c0,mortgage,dormant,2024-05-08,96778.48,JPY,0.0
03fbf80b-7348-4452,91926677-a13a-43c0,investment,active,2023-03-09,67099.96,JPY,0.0
ab537902-ea2a-4e19,9f35d1fb-ccd4-4547,investment,suspended,2024-07-10,99762.21,INR,0.0
5bc6a5e1-7868-4760,9f35d1fb-ccd4-4547,savings,dormant,2024-03-30,64022.63,INR,0.0
eb04a7a9-53d2-4594,0e665109-8312-4828,loan,closed,2024-08-10,8264.36,GBP,0.0
c9fff814-de6c-43af,0e665109-8312-4828,mortgage,active,2024-06-21,80377.63,GBP,0.0
f754c0fd-8250-47e7,0e665109-8312-4828,savings,pending,2024-08-12,18256.34,GBP,0.0
479204f7-3d58-4395,8fa31d66-73f2-464e,investment,pending,2024-07-15,75774.02,GBP,0.0
